"id","title","description","tag","label","country","state","county","location_name","latitude","city","longitude","salary_min","salary_max","detail"
1861538414,"Principal Statistician","...  and talented Principal Statistician to provide statistical services including the analysis, design, interpretation and communication of data evidence for research and development and marketed ...  will require an experienced Statistician who can demonstrate advanced data analytic expertise and are effective in the use of computational tools for study, experiment or trial research ...","scientific-qa-jobs","Scientific & QA Jobs","UK","South East England","Buckinghamshire","Buckinghamshire, South East England",51.882057,NA,-0.793508,41835.98,41835.98,"
            Principal Statistician, Buckinghamshire, Competitive Salary

Carrot Pharma Recruitment are working on behalf of one of the world most renowned Pharmaceutical companies to recruit a Principal Statistician to work from their office based in Buckinghamshire. 

 

The Company

My client has a commitment to researching treating and curing diseases on a global level, pioneers in the approach to science my client is have an impressive portfolio and pipeline of ground-breaking products coming to market. 

 

The Role

My client is looking to recruit an experienced and talented Principal Statistician to provide statistical services including the analysis, design, interpretation and communication of data evidence for research and development and marketed products. 

The role will play a strategic part in supporting the Statistical function of the business and contribute to ongoing development of clinical research studies. 

The role will require an experienced Statistician who can demonstrate advanced data analytic expertise and are effective in the use of computational tools for study, experiment or trial research objectives.  Applicants will have the skills and experience to apply high quality statistical methodology to produce accurate and reproducible results. 

Working as part of team you will assist in providing experimental design, modelling and analysis planning, analysis execution and statistical communication support. 

 

You

To be considered for this role you will required to

﹞       Hold a Ph.D or MsC in Statistics / Similar

﹞       Basic knowledge of SAS or R Programming

﹞       Have at least 5+ years＊ experience

In return my client is offering a competitive salary plus bonus and benefits.  This is a fantastic opportunity for an experienced Statistician looking to progress their career with a world leading organisation. 

 

What should you do next?

If this role sounds of interest to you, please do not delay in sending your CV today to James at Carrot Pharma Recruitment today for immediate interview. 

Unless otherwise stated, if applying for a job within the European Union, you must ensure that you are already authorised to work there.

Carrot Pharma Recruitment Ltd acts as an Employment Business and an Employment Agency on behalf of our client in recruitment for this role.
            
            
            
        "
1864182974,"Data Scientist/ Statistician","...  Head of Google UK and Ireland Dan Cobley (Chairman). Your role in our mission We＊re looking for an exceptional Data Scientist / Statistician. Reporting to the Lead Data Scientist ... , you＊ll support the continuing development and improvement of our decision science capability, with a particular emphasis on enhancing our data structures, delivery of key data</stron＃","it-jobs","IT Jobs","UK","London",NA,"London, UK",51.503378,NA,-0.139134,41935.41,41935.41,"
            About Salary FinanceSalary Finance is underpinned by a social purpose. Through technology and innovation, we strive to make the lives of millions of working people less stressful, more productive and much happier.We partner with employers to offer financial wellbeing benefits that help employees live healthier, happier lives. We do this by offering simple savings, access to pay as it is earned, and affordable loans - all underpinned by accessible, engaging money management tips and tools.Launched in 2015, we have made excellent progress, and are scaling fast. We are named BITC＊s Responsible Business of the Year 2018, included in KPMG＊s Global Fintech 100, listed top of the Forbes' list of socially-responsible startups, and profiled by the Financial Times, the Times, the Wall Street Journal, the Guardian, and the Telegraph.We were co-founded by entrepreneurs Asesh Sarkar (CEO), Daniel Shakhani, and former Head of Google UK and Ireland Dan Cobley (Chairman). Your role in our missionWe＊re looking for an exceptional Data Scientist / Statistician. Reporting to the Lead Data Scientist, you＊ll support the continuing development and improvement of our decision science capability, with a particular emphasis on enhancing our data structures, delivery of key data initiatives, as well as supporting the wider business as a subject matter expert on data, risk and automation techniques.Who You AreWe embrace our differences but there＊s one thing we like to share, our values, so it＊s important to us that you are:  fearless , and able to make the impossible possible   responsible , and want to help build a business that delivers a meaningful difference to society   dedicated , and want to commit to an exciting journey even through the highs and lows   empathetic , and truly care about every colleague and customer   united , because you understand we achieve more when we work as a team   humble , and take feedback as a way to continuously improveThe Essentials You have 2+ years of work experience in a Data / Decision Science / Statistics field  You are a proficient user of R and SQL  You have experience in building predictive models / scorecards, ideally within credit risk  You have a high tolerance for ambiguity and frequently changing priorities and a genuine can-do attitude with the ability to self-drive projects to completionPreferred Qualifications / Skills You have a bachelor's degree in a STEM subject  Your work experience is in the Financial Services / FinTech sector  You are a proficient user of Python  You have previously worked with Databricks, or other cloud based platforms  You have an in-depth understanding of Machine Learning algorithms  You have basic understanding of powershell / bash  You can work in a multi-discipline SCRUM team to ensure the quality and integrity of data and processes across the businessKey Responsibilities Enhancing Decision Engines across different platforms to optimise approval rates, credit losses and yield, and ensure ongoing regulatory compliance  Developing and delivering end-to-end ML models in order to solve business specific problems  Driving automation initiatives of new and existing processes with the aim of reducing manual labour and increasing productivity  Developing and enhancing data structures and pipelines, and supporting BI with data migrations to ensure continuous flow of accurate data  Producing complex and bespoke dashboards, board packs and reports to the wider business to enable data-led decision making  Supporting new product development leveraging Salary Finance＊s extensive data assets What＊s in it for you? Competitive salary  Company bonus scheme  Regular company socials (COVID-19 permitting)  Fast-growing environment  Career development 每 no two days will be the same  Generous company benefits including a pension scheme, health and life assurance, 25 days holiday, an extra day off on your birthday, subsidised onsite cafe, complementary team breakfast every Tuesday, complimentary fresh fruit, cycle to work scheme, gym discount (with PMI), childcare benefits, flexible working and many other perks!We＊re looking for people that will get stuck in and make a difference. We have a great collaborative, entrepreneurial team that are passionate about what they do.Not what you are looking for? Try these related job searchesJobs at Salary Finance in LondonIT - Systems Engineering jobs in LondonIT - Software Development jobs in LondonAnalysts jobs in LondonFintech Startup jobs in London UKFintech companies hiring in London UKForex jobs in London UKLooking for a Fintech job in London?Search all London Fintech jobs and apply easily in seconds.Looking for Fintech staff in London?Post a Fintech job and hire skilled Fintech employees in London in 5 minutes."
1820383447,"Science teacher","...  teaching methods. We are seeking a Science teacher who is passionate about their subject area to lead a Science department in our Online Academy. You will teach KS2 and KS3 Science. It ...","teaching-jobs","Teaching Jobs","UK","London",NA,"London, UK",51.503378,NA,-0.139134,28800,28800,"
            School: Cambridge Online Academy

Location: Online

Contract Term: Permanent (self-employed basis)

Starting salary: ㏒15 an hour

Hours: Part-Time

Technology and space requirements: PC/laptop with a camera, good broadband speed, and a quiet space to teach.

Closing Date: 15th of January 2021

Interview Date: Week commencing Monday 1st of February 2021

Starting Date: 22nd of February 2021

 

We are looking for dynamic and fully qualified teachers who are the top achievers in their respective fields, grounded in modern pedagogy and tested teaching methods.

 

We are seeking a Science teacher who is passionate about their subject area to lead a Science department in our Online Academy. You will teach KS2 and KS3 Science. It would be an advantage if you could also teach IGCSE & A-Level Chemistry and Biology. There may be a TLR available for the right candidate.

At Cambridge Online Academy, we are fully committed to helping young people around the world get a top-quality education. As part of the Cambridge Assessment International Education programme, we aim to give children world-class instruction that will prepare them for a productive, rich, fulfilling future.

You must be able to teach the Cambridge International Curriculum online starting from Primary Level (children who are typically ages 7 to 11) through IGCSE and A-Level to pre-university Level. You will be teaching online classes (up to 15 students at a time).

At Cambridge Online Academy, the heart of our students＊ online classroom experience with us lies in the Microsoft Teams Online Classroom. The system, as we have adapted it to our Online Learning Platform, allows students to quickly access their courses and optimize their learning experiences in a safe, fun environment. Students participate in real-time interactive classroom activities using an audio-visual chat system and a virtual interactive whiteboard. They'll interact with other students, submit assignments, ask any questions they might have, and join classroom discussions.

If you feel that you are the right person to fit into our Online Academy, please send your CV and a cover letter to Ms Antonina Krasnyakova, Administrative Manager, am@cambridgeonlineacademy.com

Safeguarding Statement:

As part of our standard recruitment procedure, we would draw your attention to the fact that the school is committed to safeguarding and promoting the welfare of children and young people and expects all staff and volunteers to share this commitment.

The successful candidate will be subject to a satisfactory enhanced disclosure from the Disclosure and Barring Service (DBS).
            
            
            
        "
1826758644,"Snr Data Analyst","...  technical or scientific component (e.g. Computer Science, Math, Statistics). Essential Experience: ﹞ At least three years of experience with SQL (particularly SQL Server) and database ... Senior Data Analyst Does supporting world-class research and improving the lives of patients excite you? Our dynamic and internationally recognised research company Optimum ...","it-jobs","IT Jobs","UK","Eastern England","Cambridgeshire","Oakington, Cambridge",52.261398,"Cambridge",0.068741,35539.07,35539.07,"
            Senior Data Analyst

Does supporting world-class research and improving the lives of patients excite you?

Our dynamic and internationally recognised research company Optimum Patient Care is looking for a highly motivated data analyst to join our data team.

In this role you will be working alongside our research and operational teams based in Cambridge.

This is a fantastic opportunity to gain experience within an internationally recognised research organisation involved in the analysis and dissemination of data from large-scale observational studies and pragmatic randomised controlled trials.

The successful candidate will have experience of working in health research data, have a high attention to detail and strong time management skills.

Primary responsibilities:

﹞         Provide database support using structured query language (SQL).

﹞         Advise internal team members and external clients on study database(s) content.

﹞         Engage in building and maintaining data dictionaries and system technical documentation.

﹞         Undertake quality checks to assure high standards of data and code.

﹞         Contribute to data analyses as required for research projects.

﹞         Maintain compliance with information governance and company policies.

 

Qualifications:

MSc or equivalent experience with strong technical or scientific component (e.g. Computer Science, Math, Statistics).

 

Essential Experience:

﹞         At least three years of experience with SQL (particularly SQL Server) and database processing (ETL, stored procedures, large datasets)

﹞         At least three years of experience coding and reporting with R and R Markdown

﹞         Strong data analysis, interpretation and visualization.

﹞         Experience in data dictionaries and advanced documentation systems.

﹞         Desirable experience of working with clinical databases

﹞         Knowledge of how to best handle large datasets (>1 billion rows)

﹞         Proactive approach and experience of leading a team.

 

Desirable Experience:

﹞         Statistical background (models, correlations, hypothesis).

﹞         General purpose programming languages (e.g. Python, Stata).

﹞         Database administration tools (migration, DB administration).

 

About the Optimum Patient Care

Optimum Patient Care has been supporting chronic disease management and research in primary care for over 14 years. We are a not-for-profit social enterprise which provides a range of services to over 700 GP surgeries across England, Scotland, Wales and Northern Ireland. Our services include clinical audit and review services, IG-compliant data extraction services, and research support services. Our services are provided at no cost to participating practices and freely available to all GP surgeries across the UK. Our anonymised research database, OPC Research Database (OPCRD), is one of the largest electronic health record databases in the world for research use, with over 8 million anonymised patients.

 

 
            
            
            
        "
1828764873,"Scientist, Molecular Biology/Microbiology","...  problem solving. They will embrace working within a mixed scientific team of biologists and computer scientists, to develop new medical technologies. The candidate will have excellent ...  our last antibiotics for when we really need them. We are looking to hire a self-sufficient scientist to support the development of GenomeKey＊s molecular biology technologies ...","scientific-qa-jobs","Scientific & QA Jobs","UK","South West England","Bristol","Bristol, South West England",51.455299,NA,-2.5919,31000,35000,"
            ㏒31,000 - ㏒35,000 salary plus benefits, including share options
 Contribute to the evolution of GenomeKey＊s biotechnology
 Full time role, anticipated January-March 2021 start date
The Company

GenomeKey is a Bristol-based biotech startup developing a point-of-care in-vitro diagnostic device based on next-generation sequencing and machine learning, that will reduce the time taken to determine how to treat sepsis from days, to only hours. Our device combines whole genome sequencing, novel sample preparation, and machine learning to deliver results at an unprecedented accuracy and speed. Our diagnostic device rapidly identifies the bacteria affecting the patient, and which antibiotics will be effective. This saves lives, saves money, and saves our last antibiotics for when we really need them.

We are looking to hire a self-sufficient scientist to support the development of GenomeKey＊s molecular biology technologies as they rapidly evolve. You will be joining as an early employee of the company, where your ideas, creativity and scientific excellence will play a significant role in the long term trajectory of the company.

GenomeKey welcomes individuals with a broad range of expertise and experiences, diverse careers and backgrounds. As an equal opportunity company, we endeavor to anonymise applications and strip them of any protected information prior to review.

Responsibilities

The successful candidate will join our small, lab-based scientific research team, reporting directly to C-level management. They will be responsible for working with the senior scientist to guide the laboratory team towards innovating unique genomic, molecular and microbiology solutions to progress our antimicrobial resistance analysis technologies. This is an exciting opportunity for an ambitious candidate to be able to work at the forefront of biotechnology, directly contributing to saving lives through cutting edge healthcare solutions. Responsibilities include:

Independent and collaborative design, execution and documentation of experiments using standard molecular techniques as well as GenomeKey＊s proprietary instrumentation and techniques.
 Critically analysing and deriving insights from experimental data.
 Progression of proof-of-concept ideas into applied, repeatable and reliable scientific methods.
 Reporting of developmental progress back to the C-level team.
 Developing own skills and knowledge through extensive literature research.
 Scientific and technical contribution towards grant applications.
Person Specification

A good candidate will have a passion for creating and implementing novel scientific experimentation, and developing these into commercial solutions. They will have an enthusiasm for applying fundamental scientific principles to innovative problem solving. They will embrace working within a mixed scientific team of biologists and computer scientists, to develop new medical technologies.

The candidate will have excellent communication skills, able to share complex ideas at varying levels of technical depth. A good candidate will desire to work in a startup ecosystem, embracing learning on the job and adapting to new challenges.

Technical Qualifications & Experience

Applicants should aim to meet the majority of the following skills and experiences, however candidates with varied technical backgrounds will be considered.

Required:

Either PhD in a scientific discipline like Molecular Biology, Chemical Biology, Microbiology or related field, or BSc in related field with relevant industry experience
 Expertise of either genomics, molecular biology, NGS, or related fields
 Ability to independently design, interpret and communicate experiments with appropriate negative and positive controls
 Industry or academic experience in a laboratory setting, working with any of the following: genomic, molecular, microbiological or microfluidic technologies
 Ability to write technical documentation, papers, reviews and notes, and deliver technical information in a digestible format
Desirable:

Experience with in-vitro diagnostics technologies
 Knowledge of current and evolving trends in the NGS field
 Knowledge of requirements for day-to-day running of a category 2 molecular laboratory, including relevant professional standards
 Experience with directed evolution or protein engineering
 Experience with protein expression and purification
 Experience with DNA manipulation techniques
Company Benefits

GenomeKey is a startup which offers the following employment benefits:

Competitive salary, dependent on experience
 Employee share options scheme
 Pension contributions
 Flexible working around core hours
 Work laptop
 Working in a well stocked lab with modern, high end equipment
 C-level commitment to your personal development in a growing startup
"
1828471811,"Data Engineer (Sr Big Data)","Retina is an innovative consultancy in the areas of Digital Marketing & Automation, Analytics, Big Data with an emphasis on providing enterprise strategy, infrastructure ... . As a Data Engineer, you will work on large projects across our client base in different fields and industries, creating innovative solutions to engineer business data processes ...","it-jobs","IT Jobs","UK","Scotland","Glasgow","Glasgow, Scotland",55.91161,NA,-4.235992,47816.2,47816.2,"
            Retina is an innovative consultancy in the areas of Digital Marketing & Automation, Analytics, Big Data with an emphasis on providing enterprise strategy, infrastructure, and solutions to Fortune 500 clients. With offices in the US, Canada, Spain, Austria, UK, and Romania, Retina is rapidly expanding and offering solutions and expertise internationally.

As a Data Engineer, you will work on large projects across our client base in different fields and industries, creating innovative solutions to engineer business data processes by leveraging Big Data and Cloud technology, systems development methodology, and industry standards.

What you＊ll be doing:

Create innovative solutions to engineer business data processes by leveraging Big Data and Cloud technology, systems development methodology, and industry standards.
 Design, implement, build, test, and deploy complex business applications and provide guidance to clients (e.g., solution discovery, advantages, and disadvantages, technical implications, etc.).
 Present solutions to project teams, management, and occasionally to client stakeholders.
 Take full ownership of features and see them through from their inception to deployment.
What we＊re looking for:

A minimum of 3 years of relevant, professional experience in Big Data and/or Data Lake development (i.e. Hadoop, Apache Spark, Apache Kafka, HDFS, Hive, Parquet, AWS).
 Expertise with one or more data-oriented programming languages (i.e. Python, Spark, Scala).
 Familiar with Hadoop ecosystems (Databricks preferably, or at least one from Cloudera, Hortonworks, and MapR).
 Experience with SQL and NoSQL databases (at least one from Hive, MongoDB, and Cassandra).
 Experience working with Cloud Platforms (prior experience with AWS is a plus).
 Capability to provide thought leadership in the data engineering domain a big plus.
 Understanding of the overall software development lifecycle (SDLC) required.
 Experience interacting with clients (meeting with stakeholders, clarifying requirements).
 Ability to prioritize tasks and manage multiple projects; excited about solving problems.
 Strong verbal and written communication skills in English.
Perks and Benefits :-

This is a full-time position with a competitive salary, negotiable, and dependent upon prior experience. This position also includes a flexible working schedule and health benefits. You＊ll have the chance to partner with industry-leading companies while helping an innovative global organization reach its full potential.

If this sounds like the perfect fit for you, apply today!
            
            
            
        "
1843238693,"Statistician","...  scientific work and communications from stakeholders across the Mars Petcare to guarantee quality and corporate reputation. The Job The statistician position is embedded in the data ...  a culture of formal and objective experimental science work. Advocate the purpose of data-driven research and work to high scientific standards. Education/Professional Qualifications A PhD ...","scientific-qa-jobs","Scientific & QA Jobs","UK","East Midlands","Leicestershire","Melton Mowbray, Leicestershire",52.764301,"Melton Mowbray",-0.88565,0,35750,"
            Statistician The WALTHAM Petcare Science Institute is Mars Petcare's fundamental science centre that drives quality and innovation for our global brands in pet nutrition, pet health and pet care. We follow a scientific and data-driven approach based on experimental data generated at WALTHAM, and on big data from genetic testing, activity monitors and electronic health records. Mining these connected data sets with advance analytical methods allows us to generate new insights giving Mars Petcare a competitive advantage and helping us to make a better world for pets.Duration: 12month AssignmentPay rate: ㏒18.62 per hourHours per week: 37.5Purpose:The statistician ensures that the statistical aspects of scientific research projects across Mars Petcare are done with quality. They design experiments in a way that resources are optimally used and ethical standards are met. They also analyse experimental data to deliver reports that are the basis for scientific reports, publications and patents, contributing to scientific insights and product innovation. Finally they peer-review scientific work and communications from stakeholders across the Mars Petcare to guarantee quality and corporate reputation.The Job The statistician position is embedded in the data analytics team of WALTHAM's research organisation. The main task is to perform experimental design and data analysis tasks for experimental research projects. We expect the role holder to help shape research projects together with stakeholders across the business and to communicate on progress and results. In addition, we expect the job holder to advocate for data-driven research, to be independent, to work at high level of quality. Example projects include developing new flavour solutions and understanding the impact of phosphorous on cat health. To do this effectively will require an understanding of the WALTHAM and the Company's Petcare R&D plan and vision, and regular interaction with our stakeholders, as well as strong leadership. The nature of the job demands that the statistician should be able to communicate technical information at an appropriate level to associates with a wide range of prior knowledge and ability. Therefore, excellent verbal/written communication and interpersonal skills are essential for this role.The statistician ensures that the statistical aspects of scientific research projects across the Petcare ecosystem are done with quality. He/she designs experiments in a way that resources are optimally used, and ethical standards are met. He/she also analyses experimental data to deliver reports that are the basis for scientific reports, publications and patents. This contributes to scientific insights and product innovation. Finally, he/she peer-reviews scientific work and communications from different stakeholders across the Petcare ecosystem to guarantee quality and corporate reputation.Key Responsibilities Perform experimental design and statistical analysis work for experimental scientific research studies. Report clearly and communicate results to scientists and other stakeholders. Peer-review scientific work for a diversity of stakeholders using a rigorous quality standard.Train and educate the research team on statistical methodologies to instil a culture of formaland objective experimental science work.Advocate the purpose of data-driven research and work to high scientific standards.Education/Professional QualificationsA PhD or Masters' degree with equivalent relevant experience in Statistics, Computer Science, Mathematics or a related fieldExpert knowledge of experimental design and statistical data analytics methods and their practical applications.Expert knowledge of R and experience of sample size calculation. Ability ToCommunicate complex technical information verbally and through written materials, to a variety of audiences.Execute a variety of projects through excellent technical planning and influencing skills.          Adecco acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Adecco Group UK & Ireland is an Equal Opportunities Employer.By applying for this role your details will be submitted to Adecco. Our Candidate Privacy Information Statement explains how we will use your information - please copy and paste the following link in to your browser https://www.adecco.co.uk/candidate-privacy            
            
            
            
        "
1834250533,"Statistician","...  scientific work and communications from stakeholders across the Mars Petcare to guarantee quality and corporate reputation. The Job The statistician position is embedded in the data ...  a culture of formal and objective experimental science work. Advocate the purpose of data-driven research and work to high scientific standards. Education/Professional Qualifications A PhD ...","scientific-qa-jobs","Scientific & QA Jobs","UK","East Midlands","Leicestershire","Melton Mowbray, Leicestershire",52.764301,"Melton Mowbray",-0.88565,42582.66,42582.66,"
             Statistician The WALTHAM Petcare Science Institute is Mars Petcare's fundamental science centre that drives quality and innovation for our global brands in pet nutrition, pet health and pet care. We follow a scientific and data-driven approach based on experimental data generated at WALTHAM, and on big data from genetic testing, activity monitors and electronic health records. Mining these connected data sets with advance analytical methods allows us to generate new insights giving Mars Petcare a competitive advantage and helping us to make a better world for pets.Duration: 12month AssignmentPay rate: ㏒18.62 per hourHours per week: 37.5 Purpose: The statistician ensures that the statistical aspects of scientific research projects across Mars Petcare are done with quality. They design experiments in a way that resources are optimally used and ethical standards are met. They also analyse experimental data to deliver reports that are the basis for scientific reports, publications and patents, contributing to scientific insights and product innovation. Finally they peer-review scientific work and communications from stakeholders across the Mars Petcare to guarantee quality and corporate reputation. The Job The statistician position is embedded in the data analytics team of WALTHAM's research organisation. The main task is to perform experimental design and data analysis tasks for experimental research projects. We expect the role holder to help shape research projects together with stakeholders across the business and to communicate on progress and results. In addition, we expect the job holder to advocate for data-driven research, to be independent, to work at high level of quality. Example projects include developing new flavour solutions and understanding the impact of phosphorous on cat health. To do this effectively will require an understanding of the WALTHAM and the Company's Petcare R&D plan and vision, and regular interaction with our stakeholders, as well as strong leadership. The nature of the job demands that the statistician should be able to communicate technical information at an appropriate level to associates with a wide range of prior knowledge and ability. Therefore, excellent verbal/written communication and interpersonal skills are essential for this role.The statistician ensures that the statistical aspects of scientific research projects across the Petcare ecosystem are done with quality. He/she designs experiments in a way that resources are optimally used, and ethical standards are met. He/she also analyses experimental data to deliver reports that are the basis for scientific reports, publications and patents. This contributes to scientific insights and product innovation. Finally, he/she peer-reviews scientific work and communications from different stakeholders across the Petcare ecosystem to guarantee quality and corporate reputation. Key Responsibilities Perform experimental design and statistical analysis work for experimental scientific research studies. Report clearly and communicate results to scientists and other stakeholders. Peer-review scientific work for a diversity of stakeholders using a rigorous quality standard.Train and educate the research team on statistical methodologies to instil a culture of formaland objective experimental science work.Advocate the purpose of data-driven research and work to high scientific standards. Education/Professional Qualifications A PhD or Masters' degree with equivalent relevant experience in Statistics, Computer Science, Mathematics or a related fieldExpert knowledge of experimental design and statistical data analytics methods and their practical applications.Expert knowledge of R and experience of sample size calculation.  Ability To Communicate complex technical information verbally and through written materials, to a variety of audiences.Execute a variety of projects through excellent technical planning and influencing skills.Adecco acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Adecco Group UK & Ireland is an Equal Opportunities Employer.By applying for this role your details will be submitted to Adecco. Our Candidate Privacy Information Statement explains how we will use your information - please copy and paste the following link in to your browser https://www.adecco.co.uk/candidate-privacy Please apply with your CV to: Susan Whitney "
1835976447,"Statistician - Senior Statistician","...  customers get new medicines to market. The Role Due to our continued growth and success we have an excellent career opportunity for a talented Statistician to join our Data Sciences ... , real time GMP manufacturing and clinical testing and data sciences. We pride ourselves on the quality of our services and our engaged culture. We are passionate about helping our ...","scientific-qa-jobs","Scientific & QA Jobs","UK","Scotland","Edinburgh","Edinburgh, Scotland",55.943116,NA,-3.327942,32225.86,32225.86,"
            Company OverviewOur growing and successful business comprises over 900 talented individuals globally, in an environment where everybody counts and is instrumental to our success. With state-of-the-art manufacturing and clinical facilities in the UK and USA, we deliver a full range of drug development solutions around the globe saving our clients both time and money.People join Quotient Sciences because we are a respected member of the drug development world, specialising in delivering innovative solutions that integrate formulation development, real time GMP manufacturing and clinical testing and data sciences. We pride ourselves on the quality of our services and our engaged culture. We are passionate about helping our customers get new medicines to market.The RoleDue to our continued growth and success we have an excellent career opportunity for a talented Statistician to join our Data Sciences department and further your career. You will be involved in the challenging environment of early phase clinical studies and play a key role in the expansion and continuous development of our statistical services.Data Sciences at Quotient comprises over 80 staff and provides an expert service in the data management, pharmacokinetics, analysis and reporting of early Phase clinical studies (both healthy volunteer and patient).Main tasks and responsibilities include:Statistical input into study designGeneration of study randomisationsProduction of Reporting and Analysis PlansPerforming statistical analyses using SASInterpreting statistical resultsReview/input into key study documents e.g., clinical protocols, Data Management Plans, clinical study reports, etc.Early Phase studies present particular statistical challenges due to their complexity (often with multiple study parts), interim analyses, protocol changes and the urgent requirement from sponsors for their key results; you will be expected to be flexible and creative in your statistical skills.(Senior candidates will also take on a Lead study role for Statistical tasks and become involved in staff training/mentoring and hold study/programme design discussions including sponsor contact).Dependent on your development, our career pathway allows you to expand your statistical role over time, and progress to more senior roles and tasks. Training will be provided to help your further your statistical skills and achieve a Lead role for statistical tasks within Data Sciences projects teams. You will, in time, be a primary statistical point of contact with clients, regulators and clinical staff.The CandidateThe successful candidate will have a degree with a large statistical content (and ideally an MSc), a minimum of 18 months statistical experience in the CRO or pharmaceutical industry, with hands on SAS programming experience. Working knowledge of early phase statistical methodology and CDISC standards (such as ADaM and to a lesser extent, SDTM) would be an advantage.Candidates with more experience will be considered for senior roles.Other skills and experience required:Good organisational and presentation skillsAbility to work to tight deadlines whilst maintaining quality standardsAttention to detail and the ability to multitaskEffective oral and written communication skillsThe role is based in our Edinburgh office. However, experienced candidates could be based at our Nottingham offices or be partially or fully home based.Applicants must have the right to work in the UK at the time of being offered employment.Company Benefits:In return, you will receive a competitive salary, a generous benefits package, excellent training and development, as well as an exciting career within a fast paced and dynamic business.  This job was originally posted as www.totaljobs.com/job/91269657
            
            
            
        "
1845125916,"Statistician","...  of statistical aspects of scientific research projects Design experiments Optimal use of resources whilst meeting ethical standards Analyse experimental data and deliver reports, publications ... , Computer Science or Mathematics Expert knowledge of experimental design and statistical data analytics methods and their practical applications. Expert knowledge and experience of sample ...","it-jobs","IT Jobs","UK","Yorkshire And The Humber","North East Lincolnshire","Grimsby, North East Lincolnshire",53.565399,"Grimsby",-0.075187,0,35750,"
            I have a fantastic opportunity for a Statistician to join a major FMCG company based in Waltham.12 month contract㏒18.62 per hour37.5 hours per weekThe Role:Quality assurance of statistical aspects of scientific research projectsDesign experimentsOptimal use of resources whilst meeting ethical standardsAnalyse experimental data and deliver reports, publications and patentsPeer-review scientific work and communications from different stakeholders to guarantee quality and corporate reputationWhat we need from you:PhD or Masters in Statistics, Computer Science or MathematicsExpert knowledge of experimental design and statistical data analytics methods and their practical applications.Expert knowledge and experience of sample size calculation          Adecco acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Adecco Group UK & Ireland is an Equal Opportunities Employer.By applying for this role your details will be submitted to Adecco. Our Candidate Privacy Information Statement explains how we will use your information - please copy and paste the following link in to your browser https://www.adecco.co.uk/candidate-privacy            
            
            
            
        "
